what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819720966
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819766482
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819767670
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819776482
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819780201
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819846983
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819848452
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819870577
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819875390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819886046
opened,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329819888328
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329819888359
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1329819893796
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1329819897984
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819918016
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819924125
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819924328
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819924469
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819924609
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819924766
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819924906
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819925297
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819925484
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819925672
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819925875
