what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329804685406
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329804686250
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329804692843
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1329804695202
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329804695827
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804696780
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804701483
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1329804714045
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1329804718904
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329804720701
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804721264
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804855069
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804858350
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804870865
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804871443
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804906660
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329804908160
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329804909363
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804916628
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329804999560
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329805006623
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329805024574
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329805030949
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329805031996
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329805041559
