what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329802384653
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1329802385980
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1329802386011
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329802388992
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1329802392598
started,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1329802396468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802404226
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802405209
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329802405241
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802446151
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802447633
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329802447665
started,bundle,org.eclipse.compare,3.4.1.r34x_20090121,org.eclipse.compare,1329802462743
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802532591
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802542175
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1329802542222
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1329802542222
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802544688
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802612072
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1329802612119
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1329802612119
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.refresh,1329802614462
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.refresh,1329802615446
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802622443
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329802622459
