what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819109786
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329819112021
closed,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329819112021
opened,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329819117349
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329819117396
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.window.maximizePart,1329819118755
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819125771
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819126365
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819127287
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819128443
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819133990
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819137881
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819138365
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819141302
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819146037
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819146459
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819149959
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1329819152162
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819152849
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819153474
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819162146
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819166428
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819179569
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819185116
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1329819186147
