what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329818886487
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329818943581
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1329818979019
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329818987504
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329818992191
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818992629
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818996769
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819002426
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819002957
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819008535
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819015160
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819016582
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819022598
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1329819026192
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1329819030864
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1329819032082
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1329819056598
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329819058520
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819072677
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329819073536
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1329819075505
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329819076583
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819077177
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819088239
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819089458
