what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1329819930156
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1329819931031
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1329819931188
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1329819931328
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1329819931469
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1329819931641
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1329819932406
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1329819934219
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329819940078
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819942469
started,bundle,org.eclipse.wst.validation.ui,1.2.4.v200901291336,org.eclipse.wst.validation.ui,1329819973516
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819985423
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1329819985469
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819987126
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329819997376
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329820002157
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329820029329
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329820029595
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329820049298
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329820051330
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329820056033
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329820061939
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329820067127
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329820087174
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329820087440
