what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807313752
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807314158
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807314814
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807339817
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1329807345473
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1329807347802
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1329807351052
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1329807352959
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1329807354146
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807355349
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807369679
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329807415789
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807417414
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807436993
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807627793
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807721325
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329808120417
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329808132951
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329808597836
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329808614025
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329808614025
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329808614056
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329809110851
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329809112820
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329809142726
