what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329806451404
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806451998
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806534000
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329806535094
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806539797
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806539969
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806539969
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806923654
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329806927623
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329806927701
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806963575
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329806990574
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329806990731
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329806992340
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329806992418
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807005605
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807007339
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807013230
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807032276
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807034839
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807041854
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1329807048947
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807070447
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807070447
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329807070463
