what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.run,1329818623874
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1329818624327
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1329818625311
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1329818625374
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1329818625577
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1329818626155
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1329818627936
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1329818631452
opened,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329818636812
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1329818636858
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.window.maximizePart,1329818638077
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818641046
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818668203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818670609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818672218
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329818676343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818676843
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818679890
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1329818683343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818684078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818687047
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818702562
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818702562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818702625
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1329818874783
